384748be-3af8-4459-9ecd-5a969dedf3c1	321	Do you really think he'll like it?	joy	strong_nod
384748be-3af8-4459-9ecd-5a969dedf3c1	{"age": "under_8", "emotion": "frustrated", "likert": "1"}
e6c0dc70-9e8b-4610-9250-7abf842d78fc	34	Well that's why I suggested it.	anger	strong_head_shake
e6c0dc70-9e8b-4610-9250-7abf842d78fc	{"age": "under_8", "emotion": "frustrated", "likert": "2"}
10e68ac0-4001-11e9-b264-a0a4c55fa239	215	Cliche' or not, that's what I'm getting him.	anger	light_head_shake
1e1f8d40-4001-11e9-a409-a0a4c55fa239	215	Cliche' or not, that's what I'm getting him.	anger	light_head_shake
2d65c4e1-4001-11e9-b0f3-a0a4c55fa239	215	Cliche' or not, that's what I'm getting him.	anger	light_head_shake
2d65c4e1-4001-11e9-b0f3-a0a4c55fa239	72	Oh, don't you have a better suggestion or not...	anger	strong_head_shake
2d65c4e1-4001-11e9-b0f3-a0a4c55fa239	47	I will get him a 'I love LA' shirt then!	neutral	slow_breath
2d65c4e1-4001-11e9-b0f3-a0a4c55fa239	386	Okay, well, I hear what you're saying, but I don't know if I agree. I think it might be the perfect gift for him!	neutral	light_head_shake
2d65c4e1-4001-11e9-b0f3-a0a4c55fa239	416	Sometimes cliches are nice.	neutral	nod
2d65c4e1-4001-11e9-b0f3-a0a4c55fa239	215	Cliche' or not, that's what I'm getting him.	anger	light_head_shake
2d65c4e1-4001-11e9-b0f3-a0a4c55fa239	72	Oh, don't you have a better suggestion or not...	anger	strong_head_shake
3d3f62e1-4001-11e9-bc7e-a0a4c55fa239	215	Cliche' or not, that's what I'm getting him.	anger	light_head_shake
3d3f62e1-4001-11e9-bc7e-a0a4c55fa239	72	Oh, don't you have a better suggestion or not...	anger	strong_head_shake
3d3f62e1-4001-11e9-bc7e-a0a4c55fa239	47	I will get him a 'I love LA' shirt then!	neutral	slow_breath
3d3f62e1-4001-11e9-bc7e-a0a4c55fa239	386	Okay, well, I hear what you're saying, but I don't know if I agree. I think it might be the perfect gift for him!	neutral	light_head_shake
3d3f62e1-4001-11e9-bc7e-a0a4c55fa239	416	Sometimes cliches are nice.	neutral	nod
3d3f62e1-4001-11e9-bc7e-a0a4c55fa239	215	Cliche' or not, that's what I'm getting him.	anger	light_head_shake
3d3f62e1-4001-11e9-bc7e-a0a4c55fa239	72	Oh, don't you have a better suggestion or not...	anger	strong_head_shake
3d3f62e1-4001-11e9-bc7e-a0a4c55fa239	47	I will get him a 'I love LA' shirt then!	neutral	slow_breath
3d3f62e1-4001-11e9-bc7e-a0a4c55fa239	386	Okay, well, I hear what you're saying, but I don't know if I agree. I think it might be the perfect gift for him!	neutral	light_head_shake
3d3f62e1-4001-11e9-bc7e-a0a4c55fa239	416	Sometimes cliches are nice.	neutral	nod
3d3f62e1-4001-11e9-bc7e-a0a4c55fa239	215	Cliche' or not, that's what I'm getting him.	anger	light_head_shake
3d3f62e1-4001-11e9-bc7e-a0a4c55fa239	72	Oh, don't you have a better suggestion or not...	anger	strong_head_shake
3d3f62e1-4001-11e9-bc7e-a0a4c55fa239	47	I will get him a 'I love LA' shirt then!	neutral	slow_breath
3d3f62e1-4001-11e9-bc7e-a0a4c55fa239	386	Okay, well, I hear what you're saying, but I don't know if I agree. I think it might be the perfect gift for him!	neutral	light_head_shake
3d3f62e1-4001-11e9-bc7e-a0a4c55fa239	416	Sometimes cliches are nice.	neutral	nod
3d3f62e1-4001-11e9-bc7e-a0a4c55fa239	215	Cliche' or not, that's what I'm getting him.	anger	light_head_shake
3d3f62e1-4001-11e9-bc7e-a0a4c55fa239	72	Oh, don't you have a better suggestion or not...	anger	strong_head_shake
3d3f62e1-4001-11e9-bc7e-a0a4c55fa239	47	I will get him a 'I love LA' shirt then!	neutral	slow_breath
3d3f62e1-4001-11e9-bc7e-a0a4c55fa239	386	Okay, well, I hear what you're saying, but I don't know if I agree. I think it might be the perfect gift for him!	neutral	light_head_shake
3d3f62e1-4001-11e9-bc7e-a0a4c55fa239	416	Sometimes cliches are nice.	neutral	nod
3d3f62e1-4001-11e9-bc7e-a0a4c55fa239	215	Cliche' or not, that's what I'm getting him.	anger	light_head_shake
3d3f62e1-4001-11e9-bc7e-a0a4c55fa239	47	I will get him a 'I love LA' shirt then!	neutral	slow_breath
3d3f62e1-4001-11e9-bc7e-a0a4c55fa239	386	Okay, well, I hear what you're saying, but I don't know if I agree. I think it might be the perfect gift for him!	neutral	light_head_shake
3d3f62e1-4001-11e9-bc7e-a0a4c55fa239	416	Sometimes cliches are nice.	neutral	nod
3d3f62e1-4001-11e9-bc7e-a0a4c55fa239	171	yes you are right	neutral	strong_head_shake
3d3f62e1-4001-11e9-bc7e-a0a4c55fa239	72	Oh, don't you have a better suggestion or not...	anger	strong_head_shake
3d3f62e1-4001-11e9-bc7e-a0a4c55fa239	386	Okay, well, I hear what you're saying, but I don't know if I agree. I think it might be the perfect gift for him!	neutral	light_head_shake
3d3f62e1-4001-11e9-bc7e-a0a4c55fa239	171	yes you are right	neutral	strong_head_shake
3d3f62e1-4001-11e9-bc7e-a0a4c55fa239	466	Yes but a cute cliche!	neutral	slow_breath
3d3f62e1-4001-11e9-bc7e-a0a4c55fa239	108	Cool. Let's swing by and get one on the way home.	joy	slow_breath
3d3f62e1-4001-11e9-bc7e-a0a4c55fa239	171	yes you are right	neutral	strong_head_shake
3d3f62e1-4001-11e9-bc7e-a0a4c55fa239	415	I'm glad I have your help, because you are very picky.	neutral	strong_head_shake
3d3f62e1-4001-11e9-bc7e-a0a4c55fa239	466	Yes but a cute cliche!	neutral	slow_breath
3d3f62e1-4001-11e9-bc7e-a0a4c55fa239	383	So that's a no. Any other ideas?	anger	light_head_shake
3d3f62e1-4001-11e9-bc7e-a0a4c55fa239	108	Cool. Let's swing by and get one on the way home.	joy	slow_breath
9d4a8651-4002-11e9-870e-a0a4c55fa239	1	Yes! Now I just need to decide on a color!	joy	nod
9d4a8651-4002-11e9-870e-a0a4c55fa239	1	Yes! Now I just need to decide on a color!	joy	slow_breath
9d4a8651-4002-11e9-870e-a0a4c55fa239	1	Yes! Now I just need to decide on a color!	joy	strong_nod
